id,a,b,add,sub,mul,div,cmp,round2,trunc2,sqrt
27,1,0.5,1.5,0.5,0.5,2.0000000000000000,1,1.00,1.00,1.000000000000000
28,2,1.41421356,3.41421356,0.58578644,2.82842712,1.4142135647461901,1,2.00,2.00,1.414213562373095
29,100.00,3,103.00,97.00,300.00,33.3333333333333333,1,100.00,100.00,10.000000000000000
30,0.000000000000000001,3,3.000000000000000001,-2.999999999999999999,0.000000000000000003,0.000000000000000000333333333333333333,-1,0.00,0.00,0.0000000010000000000000000
31,123456789.123456789,-987654321.987654321,-864197532.864197532,1111111111.111111110,-121932631356500531.347203169112635269,-0.12499999886093750001,1,123456789.12,123456789.12,11111.11106611111
32,402884855467.6855470,209851743.4,403094707211.0855470,402675003724.2855470,84546089309350834400.93263980,1919.8546980843693434,1,402884855467.69,402884855467.68,634732.11315301004
33,-0.9,-58391.3804081487,-58392.2804081487,58390.4804081487,52552.24236733383,0.000015413233831930477559,1,-0.90,-0.90,
34,-7024307769338.130942,-922.8186701031170,-7024307770260.9496121031170,-7024307768415.3122718968830,6482162354095606.3204331271883462140,7611796333.2419632770380,-1,-7024307769338.13,-7024307769338.13,
35,-30380.8,3212137.63236525087,3181756.83236525087,-3242518.43236525087,-97587310981.362213631296,-0.00945812523532161387,-1,-30380.80,-30380.80,
36,-6140787.85010720295,-4.878,-6140792.72810720295,-6140782.97210720295,29954763.13282293599010,1258874.098012956734,-1,-6140787.85,-6140787.85,
37,-2021.50,-12753175.5,-12755197.00,12751154.00,25780544273.250,0.00015850954140794189,1,-2021.50,-2021.50,
38,9.70,0.342,10.042,9.358,3.31740,28.3625730994152047,1,9.70,9.70,3.114482300479487
39,-2.960,48749884374472.20,48749884374469.240,-48749884374475.160,-144299657748437.71200,-0.00000000000006071809272946705341,-1,-2.96,-2.96,
40,1766728284668893940,-35.7285,1766728284668893904.2715,1766728284668893975.7285,-63122551518792577135.2900,-49448711383598358.1734,1,1766728284668893940.00,1766728284668893940.00,1329183314.9226987
41,-861859109.291,9623058027.19,8761198917.899,-10484917136.481,-8293720219969581059.62229,-0.08956187387167495503,-1,-861859109.29,-861859109.29,
42,6800283.289264136,18.79376,6800302.083024136,6800264.495504136,127802892.07044074859136,361837.295424871660,1,6800283.29,6800283.28,2607.7352797521715
43,-91.0,1670.9337640,1579.9337640,-1761.9337640,-152054.97252400,-0.05446056687618648180,-1,-91.00,-91.00,
44,0.42417318650,958,958.42417318650,-957.57582681350,406.35791266700,0.00044276950574112735,-1,0.42,0.42,0.65128579479365278
45,-0.65,36.0,35.35,-36.65,-23.400,-0.01805555555555555556,-1,-0.65,-0.65,
46,-579305.8812081925220,-9416.14181417309101,-588722.02302236561301,-569889.73939401943099,5454826331.240851085843580971907427220,61.5226376833265806,-1,-579305.88,-579305.88,
47,1,450323027,450323028,-450323026,450323027,0.0000000022206281714303719139,-1,1.00,1.00,1.000000000000000
48,-7.40,-9747.9200,-9755.3200,9740.5200,72134.608000,0.00075913630805341037,1,-7.40,-7.40,
49,3532.43,-63834294.413,-63830761.983,63837826.843,-225490176613.31359,-0.000055337495816051701425,1,3532.43,3532.43,59.434249385350195
50,514.1300525308,29164.04130974658092,29678.17136227738092,-28649.91125721578092,14994110.090590430882435292992336,0.01762890290376109402,-1,514.13,514.13,22.674436101715959
51,-0.345,-21,-21.345,20.655,7.245,0.01642857142857142857,1,-0.35,-0.34,
52,-60617734546.6191,-8811090468544622.927,-8811151086279169.5461,8811029850810076.3079,534108343088483661653627512.1961057,0.000006879708563091359350,1,-60617734546.62,-60617734546.61,
53,0.6949,8.8388381077110,9.5337381077110,-8.1439381077110,6.14210860104837390,0.07861893062548225948,-1,0.69,0.69,0.83360662185469712
54,-770,-95609234028.50,-95609234798.50,95609233258.50,73619110201945.00,0.0000000080536154046634445473,1,-770.00,-770.00,
55,-68.897124591379,-0.7,-69.597124591379,-68.197124591379,48.2279872139653,98.4244637019700000,-1,-68.90,-68.89,
56,18253.47625815541,-1287211.4484896851,-1268957.97223152969,1305464.92474784051,-23496083614.232302461956137761391,-0.01418063541896914836,1,18253.48,18253.47,135.1054264571020
57,-17.9656265855989,1.2605,-16.7051265855989,-19.2261265855989,-22.64567231114741345,-14.2527779338349068,-1,-17.97,-17.96,
58,225.33143614103,0.9,226.23143614103,224.43143614103,202.798292526927,250.3682623789222222,1,225.33,225.33,15.011043805846081
59,98167262,34834553034910.40259,34834651202172.40259,-34834454867648.40259,3419612694430944637578.00858,0.000002818100232307243511,-1,98167262.00,98167262.00,9907.9393417602229
60,-37721.2573,-909476659201.36,-909476696922.6173,909476621480.1027,34306603070078913.069928,0.000000041475783812994409,1,-37721.26,-37721.25,
61,915.8815979,717157051.0483913,717157966.9299892,-717156135.1667934,656830945859.45249406845827,0.000001277100457369970763,-1,915.88,915.88,30.263535779878729
62,84088,782764,866852,-698676,65821059232,0.10742445999049521950,-1,84088.00,84088.00,289.9793096067373
63,28.1474,-20,8.1474,48.1474,-562.9480,-1.4073700000000000,1,28.15,28.14,5.305412330818407
64,6988.11315016850392,1.1837837,6989.29693386850392,6986.92936646850392,8272.414440925127193882104,5903.2010241131922327,1,6988.11,6988.11,83.594934955226228
65,-74143.46270,-0.795993730,-74144.258693730,-74142.666706270,59017.73142968887100,93145.787341817378,-1,-74143.46,-74143.46,
66,52,33,85,19,1716,1.5757575757575758,1,52.00,52.00,7.211102550927979
67,-448878.62622150,-1349516983.76,-1349965862.38622150,1349068105.13377850,605769329732771.1256628400,0.00033262169474210130,1,-448878.63,-448878.62,
68,-0.4331866302635141942,1783640.73095769209,1783640.2977710618264858058,-1783641.1641443223535141942,-772649.317844313959005371925388063878,-0.000000242866527291582337,-1,-0.43,-0.43,
69,-292746061.16880,-21,-292746082.16880,-292746040.16880,6147667284.54480,13940288.627085714286,-1,-292746061.17,-292746061.16,
70,9255715.03631262,-438049265150700834,-438049265141445118.96368738,438049265159956549.03631262,-4054459170101035476462952.11872508,-0.0000000000211293929077324279,1,9255715.04,9255715.03,3042.3206662534145
71,-220923109.387577653,-3400781089726813.892,-3400781310649923.279577653,3400780868803704.504422347,751311132688922438808131.167429155476,0.000000064962461140162507,1,-220923109.39,-220923109.38,
72,-0.53610082000,-9700326447,-9700326447.53610082000,9700326446.46389918000,5200352962.50438654000,0.0000000000552662658240536634,1,-0.54,-0.53,
73,3,-660624390237.712820,-660624390234.712820,660624390240.712820,-1981873170713.138460,-0.0000000000045411584015547904,1,3.00,3.00,1.732050807568877
74,3.034257125,-14586.0,-14582.965742875,14589.034257125,-44257.6744252500,-0.00020802530680104210,1,3.03,3.03,1.741911916544577
75,-224724.1686,6310281508.53750,6310056784.36890,-6310506232.70610,-1418072765638043.489422500,-0.000035612384058612800570,-1,-224724.17,-224724.16,
76,-8268621.9,173192574387460,173192566118838.1,-173192582656081.9,-1432063913497530841374.0,-0.000000047742358061505258,-1,-8268621.90,-8268621.90,
77,79345.33292527,-3.998883503343,79341.334041766657,79349.331808773343,-317292.74290212038401417761,-19841.871577138625,1,79345.33,79345.33,281.6830362752965
78,78881.899,817149859.946,817228741.845,-817070978.047,64458332720124.517454,0.000096532965208135482176,-1,78881.90,78881.89,280.8592156223470
79,110292458846.2144,42257178507.9,152549637354.1144,68035280338.3144,4660648121539696374955.49376,2.6100289404223988,1,110292458846.21,110292458846.21,332103.08466832162
80,779700,0.3166606,779700.3166606,779699.6833394,246900.2698200,2462257.697989582537,1,779700.00,779700.00,883.0062287436029
81,-1575.096656652,654569964.51142541,654568389.414768758,-654571539.608082062,-1031010962646.76445394587832732,-0.000002406307563818117948,-1,-1575.10,-1575.09,
82,-683000.0,227851749.90033,227168749.90033,-228534749.90033,-155622745181925.390000,-0.00299756310977978934,-1,-683000.00,-683000.00,
83,-95179758128.0,-373.2441,-95179758501.2441,-95179757754.7559,35525283160703.04480,255006731.86260680,-1,-95179758128.00,-95179758128.00,
84,-32562.345436973724,-34543507834617.0,-34543507867179.345436973724,34543507802054.654563026276,1124817634715606955.3807666037080,0.0000000009426473302269001578,1,-32562.35,-32562.34,
85,-0.48939974,-29.966,-30.45539974,29.47660026,14.66535260884,0.01633183407862243876,1,-0.49,-0.48,
86,55087.1,-8705,46382.1,63792.1,-479533205.5,-6.3282136703044227,1,55087.10,55087.10,234.7064123538170
87,112160061.7,0.8752719758191505,112160062.5752719758191505,112160060.8247280241808495,98170558.81215682812158585,128143097.0013994998751732,1,112160061.70,112160061.70,10590.56474886963
88,63645546.312947,-4543904,59101642.312947,68189450.312947,-289199252473585.125088,-14.0067981878461781,1,63645546.31,63645546.31,7977.8158861274180
89,0.4,-95.48,-95.08,95.88,-38.192,-0.00418935902806870549,1,0.40,0.40,0.63245553203367587
90,-4086.4458,81.995786665464,-4004.450013334536,-4168.441586665464,-335071.3380367813678512,-49.8372656228344938,-1,-4086.45,-4086.44,
91,0.9507297751,4120.0,4120.9507297751,-4119.0492702249,3917.00667341200,0.00023075965415048544,-1,0.95,0.95,0.97505372934008103
92,1,-31287.02,-31286.02,31288.02,-31287.02,-0.000031962136374764998392,1,1.00,1.00,1.000000000000000
93,-504776312493.1,742828,-504775569665.1,-504777055321.1,-374961978656624486.8,-679533.233121395532,-1,-504776312493.10,-504776312493.10,
94,-620889.57540,-689878751.7694,-690499641.34480,689257862.19400,428338525263584.764712760,0.00089999811388239359,1,-620889.58,-620889.57,
95,511.10,0.6,511.70,510.50,306.660,851.8333333333333333,1,511.10,511.10,22.607520872488429
96,4609.7071240,-72268350.06,-72263740.3528760,72272959.7671240,-333135928111.307827440,-0.000063785974360461274380,1,4609.71,4609.70,67.894823985337792
97,-45639495813.40230962,-4.7,-45639495818.10230962,-45639495808.70230962,214505630322.990855214,9710531024.12815098,-1,-45639495813.40,-45639495813.40,
98,-55.48774,1957908.75507,1957853.26733,-1957964.24281,-108639931.9450478418,-0.000028340309453295323938,-1,-55.49,-55.48,
99,-0.499011738395,-7158244,-7158244.499011738395,7158243.500988261605,3572047.782295578380,0.000000069711473707099115,1,-0.50,-0.49,
100,3.0,29.163325880,32.163325880,-26.163325880,87.4899776400,0.10286892559320123744,-1,3.00,3.00,1.732050807568877
101,-61.554298807900,1,-60.554298807900,-62.554298807900,-61.554298807900,-61.5542988079000000,-1,-61.55,-61.55,
102,73188.070734,6811255.789,6884443.859734,-6738067.718266,498502670472.698979126,0.01074516550269582013,-1,73188.07,73188.07,270.5329383531699
103,453867.338190272914,737747446637651.38,737747447091518.718190272914,-737747446183784.041809727086,334839469862101238880.43187018872132,0.0000000006152069251595692670,-1,453867.34,453867.33,673.6967702091742
104,-7.7494866158285,-6418077390161.63003,-6418077390169.3795166158285,6418077390153.8805433841715,49736804834409.061721815958929855,0.0000000000012074467390667192,1,-7.75,-7.74,
105,-3.06,1.8164744830891563,-1.2435255169108437,-4.8764744830891563,-5.558411918252818278,-1.6845818801682605,-1,-3.06,-3.06,
106,-9623041.55907,-6.3952,-9623047.95427,-9623035.16387,61541275.378564464,1504728.790197335502,-1,-9623041.56,-9623041.55,
107,6.82047449002,-17043407029.620,-17043407022.79952550998,17043407036.44047449002,-116244122868.55075253439240,-0.0000000004001825737170151582,1,6.82,6.82,2.611603815669597
108,-0.46542369296,0.207,-0.25842369296,-0.67242369296,-0.09634270444272,-2.2484236374879227,-1,-0.47,-0.46,
109,-7.92066796315588,4.8606841660417,-3.05998379711418,-12.78135212919758,-38.499865352985549159859680196,-1.6295376725960121,-1,-7.92,-7.92,
110,805.88,-7747.1769880385705,-6941.2969880385705,8553.0569880385705,-6243294.991120523194540,-0.10402240729032739167,1,805.88,805.88,28.388025644626996
111,16239158.24537,448784.8,16687943.04537,15790373.44537,7287887385316.726376,36.1847331847468987,1,16239158.25,16239158.24,4029.7838956164883
112,-757980575044311647,-0.69,-757980575044311647.69,-757980575044311646.31,523006596780575036.43,1098522572527987894.20,-1,-757980575044311647.00,-757980575044311647.00,
113,1.2,2255.2,2256.4,-2254.0,2706.24,0.00053210358283079106,-1,1.20,1.20,1.095445115010332
114,-920.37301,-66272098292421.98137,-66272098293342.35438,66272098291501.60836,60995050584412279.1836708237,0.0000000000138877903931591967,1,-920.37,-920.37,
115,-0.1,0.488,0.388,-0.588,-0.0488,-0.20491803278688524590,-1,-0.10,-0.10,
116,69678.1,-508500668495870,-508500668426191.9,508500668565548.1,-35431360429522079447.0,-0.0000000001370265651884111923,1,69678.10,69678.10,263.9660963078403
117,6233765958135945650,-82.202,6233765958135945567.798,6233765958135945732.202,-512428029290691004321.300,-75834723706673142.381,1,6233765958135945650.00,6233765958135945650.00,2496751080.5316468
118,-56023.73090,-13.2,-56036.93090,-56010.53090,739513.247880,4244.2220378787878788,-1,-56023.73,-56023.73,
119,-5528.99797,-4.33426,-5533.33223,-5524.66371,23964.1147414522,1275.6498156548061261,-1,-5529.00,-5528.99,
120,-0.1630107,-31830825220,-31830825220.1630107,31830825219.8369893,5188765100.6898540,0.0000000000051211584642667960,1,-0.16,-0.16,
121,9.547708,-841990.7,-841981.152292,842000.247708,-8039081.3423156,-0.000011339445910744619863,1,9.55,9.54,3.089936568928236
122,25630.812600,1844,27474.812600,23786.812600,47263218.434400,13.8995729934924078,1,25630.81,25630.81,160.0962604185369
123,-77047.42,4160063.85307,4083016.43307,-4237111.27307,-320522186914.3025794,-0.01852073014291387822,-1,-77047.42,-77047.42,
124,45581883380.759,-862,45581882518.759,45581884242.759,-39291583474214.258,-52879215.058885150812,1,45581883380.76,45581883380.75,213499.14140520331
125,-0.5,-5850450400725,-5850450400725.5,5850450400724.5,2925225200362.5,0.00000000000008546350550002764890,1,-0.50,-0.50,
126,-14436.3802,5.76083713,-14430.61936287,-14442.14103713,-83165.635078956826,-2505.9518042649471675,-1,-14436.38,-14436.38,
127,-1746274263.9,5.0,-1746274258.9,-1746274268.9,-8731371319.50,-349254852.78000000,-1,-1746274263.90,-1746274263.90,
128,7.119,394.1491177,401.2681177,-387.0301177,2805.9475689063,0.01806169208634004257,-1,7.12,7.11,2.668145423323099
129,-70104687.8583510,-991,-70105678.8583510,-70103696.8583510,69473745667.6258410,70741.360099244198,-1,-70104687.86,-70104687.85,
130,77.9187,-6405998351381.893,-6405998351303.9743,6405998351459.8117,-499147063741820.3060991,-0.0000000000121633968237271693,1,77.92,77.91,8.827156960199586
131,-12591599.863,4.222362010,-12591595.640637990,-12591604.085362010,-53166292.906652404630,-2982122.289178137049,-1,-12591599.86,-12591599.86,
132,-3.7,-9173711.7309,-9173715.4309,9173708.0309,33942733.40433,0.000000403326386149372306,1,-3.70,-3.70,
133,-8708579,-9517658928,-9526367507,9508950349,82885284669543312,0.00091499170813741099,1,-8708579.00,-8708579.00,
134,-10283407032.82724419,-36.070,-10283407068.89724419,-10283406996.75724419,370922491674.07869793330,285095842.32956042,-1,-10283407032.83,-10283407032.82,
135,-29,-397163.212893042,-397192.212893042,397134.212893042,11517733.173898218,0.000073017840168922800382,1,-29.00,-29.00,
136,-804852674007274.50,-1.75687369197134,-804852674007276.25687369197134,-804852674007272.74312630802866,1414024488876165.7080354055128300,458116413083840.58630378926023,-1,-804852674007274.50,-804852674007274.50,
137,-16874659078073.300,-49388154740.9606,-16924047232814.2606,-16825270923332.3394,833408273748839678972839.2119800,341.6742165521344956,-1,-16874659078073.30,-16874659078073.30,
138,-9235867,964.737441796,-9234902.262558204,-9236831.737441796,-8910186702.348097132,-9573.4513867380137226,-1,-9235867.00,-9235867.00,
139,30395.09,-69.6821151,30325.4078849,30464.7721151,-2117994.159854859,-436.1964322750587690,1,30395.09,30395.09,174.3418767823726
140,-17173.312210,0.96,-17172.352210,-17174.272210,-16486.37972160,-17888.866885416667,-1,-17173.31,-17173.31,
141,3,-368612219.16921226,-368612216.16921226,368612222.16921226,-1105836657.50763678,-0.0000000081386341634617470993,1,3.00,3.00,1.732050807568877
142,-18634444.244983,-40.35,-18634484.594983,-18634403.894983,751899825.28506405,461820.179553482032,-1,-18634444.24,-18634444.24,
143,-4,-36.96,-40.96,32.96,147.84,0.10822510822510822511,1,-4.00,-4.00,
144,-105222.426457367999,-357274.3645680,-462496.791025367999,252051.938110632001,37593275550.8592631844626594320,0.29451434777470865350,1,-105222.43,-105222.42,
145,-2493.957922681061,-16313395486.0279960,-16313397979.985918681061,16313392992.070073318939,40684921918208.9783810940249837560,0.000000152877917096846691,1,-2493.96,-2493.95,
146,36808782240400,-68.42739,36808782240331.57261,36808782240468.42739,-2518728897788924.55600,-537924685427.86740807,1,36808782240400.00,36808782240400.00,6067024.166788855
147,-382.8738600,144019614.28,144019231.4061400,-144019997.1538600,-55141345635.094720800,-0.000002658484137137212724,-1,-382.87,-382.87,
148,-1.0,764.24123,763.24123,-765.24123,-764.241230,-0.00130848737380996835,-1,-1.00,-1.00,
149,304.3318567,595805822210631094,595805822210631398.3318567,-595805822210630789.6681433,181322692106031459315.7722298,0.00000000000000051079033697729069,-1,304.33,304.33,17.445109821952970
150,-33038.4850,-5302725.409689756,-5335763.894689756,5269686.924689756,175194013907.1538582596600,0.00623047253014991902,1,-33038.49,-33038.48,
151,4,-6,-2,10,-24,-0.66666666666666666667,1,4.00,4.00,2.000000000000000
152,13.659755801706,0.11800,13.777755801706,13.541755801706,1.61185118460130800,115.7606423873389831,1,13.66,13.65,3.695910686381098
153,3634546090990.980522,52.1580,3634546091043.138522,3634546090938.822522,189570655013907.5620664760,69683386843.64777258,1,3634546090990.98,3634546090990.98,1906448.554509400
154,25.269120221215,9899.169,9924.438120221215,-9873.899879778785,250143.291551124670335,0.00255265065393014303,-1,25.27,25.26,5.026839983649271
155,-1.5394182600,-401113.9112,-401115.4506182600,401112.3717817400,617482.07924129851200,0.000003837858067287096374,1,-1.54,-1.53,
156,-0.59458225681100,-1544900,-1544900.59458225681100,1544899.40541774318900,918570.12854731390000,0.000000384867795204220338,1,-0.59,-0.59,
157,32680.0,-0.6801722800,32679.3198277200,32680.6801722800,-22228.03011040000,-48046.650769125728,1,32680.00,32680.00,180.7761046156267
158,-17988128.2943259586,-4023607.019041660,-22011735.3133676186,-13964521.2752842986,72377159264471.8103216050328352760,4.4706474089535610,-1,-17988128.29,-17988128.29,
159,1.7,515.54,517.24,-513.84,876.418,0.00329751328703883307,-1,1.70,1.70,1.303840481040530
160,1,-39875.090,-39874.090,39876.090,-39875.090,-0.000025078313302866526445,1,1.00,1.00,1.000000000000000
161,0.4,-1.86336667599,-1.46336667599,2.26336667599,-0.745346670396,-0.21466521063949018057,1,0.40,0.40,0.63245553203367587
162,-14.7761746002337370,4802380699707,4802380699692.2238253997662630,-4802380699721.7761746002337370,-70960815715663.2948998074150590,-0.0000000000030768436582162785,-1,-14.78,-14.77,
163,1116372.536433048600,1086.3082539151,1117458.844686963700,1115286.228179133500,1212724700.7713563842199785738600,1027.6756458487686888,1,1116372.54,1116372.53,1056.5853190505008
164,-1.6322,677936407950803.194,677936407950801.5618,-677936407950804.8262,-1106527805057300.9732468,-0.00000000000000240760044874068226,-1,-1.63,-1.63,
165,-622984245.931867,322.01104440612616,-622983923.92082259387384,-622984567.94291140612616,-200607807681.08344507995276634072,-1934667.32509381879580,-1,-622984245.93,-622984245.93,
166,8027.38167155,25698.92,33726.30167155,-17671.53832845,206295039.3866297260,0.31236260790531275244,-1,8027.38,8027.38,89.595656543997712
167,0.69950,704815.04981,704815.74931,-704814.35031,493018.1273420950,0.000000992458943929428294,-1,0.70,0.69,0.83636116600425680
168,-61.05,-8,-69.05,-53.05,488.40,7.6312500000000000,-1,-61.05,-61.05,
169,133.5,-0.816306963586531,132.683693036413469,134.316306963586531,-108.9769796388018885,-163.5414200234843365,1,133.50,133.50,11.554220008291343
170,371990431267251920.2,7.2260,371990431267251927.4260,371990431267251912.9740,2688002856337162375.36520,51479439699315239.4409,1,371990431267251920.20,371990431267251920.20,609910182.9509423
171,-364220,-68654624857103.8946,-68654625221323.8946,68654624492883.8946,25005387465454380491.2120,0.0000000053051050931831447124,1,-364220.00,-364220.00,
172,7,0.1343307893,7.1343307893,6.8656692107,0.9403155251,52.1101680149213565,1,7.00,7.00,2.645751311064591
173,-5749049.267162,-4915022025.2319,-4920771074.499062,4909272975.964738,28256703772244543.7681048678,0.00116968942105417097,1,-5749049.27,-5749049.26,
174,-89.6376754108560694,11.2,-78.4376754108560694,-100.8376754108560694,-1003.94196460158797728,-8.0033638759692919,-1,-89.64,-89.63,
175,13.184,-95.2258,-82.0418,108.4098,-1255.4569472,-0.13844987387871774246,1,13.18,13.18,3.630977829731270
176,620700.9643428714432,629986.2,1250687.1643428714432,-9285.2356571285568,391033041862.70107759008384,0.98526120785323780616,-1,620700.96,620700.96,787.8457744653273
177,-0.25283,-9334527947.691335,-9334527947.944165,9334527947.438505,2360048701.01480022805,0.0000000000270854617841206697,1,-0.25,-0.25,
178,86123855.30306541124,-73348471290070,-73348385166214.69693458876,73348557413925.30306541124,-6317053128087036235200.39787838680,-0.000001174173827869878964,1,86123855.30,86123855.30,9280.2939233122035
179,-894296.544488976,969,-893327.544488976,-895265.544488976,-866573351.609817744,-922.9066506594179567,-1,-894296.54,-894296.54,
180,-58,-5.14349066495940,-63.14349066495940,-52.85650933504060,298.32245856764520,11.2763886974912632,-1,-58.00,-58.00,
181,9150635917417.50440,-0.59715884,9150635917416.90724116,9150635917418.10155884,-5464383129707.3727231988960,-15323621295495.69156508,1,9150635917417.50,9150635917417.50,3025001.804531281
182,30,-6063244820,-6063244790,6063244850,-181897344600,-0.0000000049478457312235002248,1,30.00,30.00,5.477225575051661
183,169283423.426,-7231.660,169276191.766,169290655.086,-1224200161852.867160,-23408.653535426168,1,169283423.43,169283423.42,13010.89633445751
184,-832057.200466,7201636.9934848116,6369579.7930188116,-8033694.1939508116,-5992173915571.3534213874422056,-0.11553723149594277390,-1,-832057.20,-832057.20,
185,4058717830.48206,501428376.52,4560146207.00206,3557289453.96206,2035156292491395914.7852312,8.0943122099516316,1,4058717830.48,4058717830.48,63708.06723235339
186,85874530588125385,-7.491,85874530588125377.509,85874530588125392.491,-643286108635647259.035,-11463693844363287.278,1,85874530588125385.00,85874530588125385.00,293043564.3178764
187,908.78006,-52071,-51162.21994,52979.78006,-47321086.50426,-0.01745270995371704020,1,908.78,908.78,30.145979168041631
188,4.27910,-672485200,-672485195.72090,672485204.27910,-2877631419.32000,-0.0000000063631140135128624392,1,4.28,4.27,2.068598559411661
189,8366.881,-9721030.0950936,-9712663.2140936,9729396.9760936,-81334702003.0668350616,-0.00086069901215745990,1,8366.88,8366.88,91.470656497042810
190,-303400.863,-1431956668758.701,-1431956972159.564,1431956365357.838,434456889079995022.158963,0.000000211878522318000445,1,-303400.86,-303400.86,
191,2.311864505,-42.14,-39.828135495,44.451864505,-97.42197024070,-0.05486152123872804936,1,2.31,2.31,1.520481668748427
192,677471.8480728693,-538078333.914337952,-537400862.0662650827,538755805.7624108213,-364532923284916.9975754793625256736,-0.00125905803183802377,1,677471.85,677471.84,823.0867804022060
193,610327.8798,708264.041635,1318591.921435,-97936.161835,432273290869.6684754730,0.86172365660563795029,-1,610327.88,610327.87,781.2348429249684
194,1.69,1,2.69,0.69,1.69,1.69000000000000000000,1,1.69,1.69,1.300000000000000
195,-9390168478882.0,49997150,-9390118481732.0,-9390218476032.0,-469481661963935186300.0,-187814.074979913855,-1,-9390168478882.00,-9390168478882.00,
196,3.81492448067,-7842.7,-7838.88507551933,7846.51492448067,-29919.308224550609,-0.00048642998975735397,1,3.81,3.81,1.953183166185394
197,0.870,0.8725611516786,1.7425611516786,-0.0025611516786,0.7591282019603820,0.99706478832609845891,-1,0.87,0.87,0.93273790530888150
198,-400.563078391,46340,45939.436921609,-46740.563078391,-18562093.052638940,-0.00864400255483383686,-1,-400.56,-400.56,
199,-285902778540.9426,1507780175.62,-284394998365.3226,-287410558716.5626,-431078541638708400788.339412,-189.6183430209773300,-1,-285902778540.94,-285902778540.94,
200,9242013575.05,-5091440606439689750,-5091440597197676174.95,5091440615681703325.05,-47055163201276417118610340737.50,-0.0000000018152060073843612121,1,9242013575.05,9242013575.05,96135.39189627304
201,-673733613913502,-6705874487.7652269,-673740319787989.7652269,-673726908039014.2347731,4517973053092420371424300.0036038,100469.165526840600,-1,-673733613913502.00,-673733613913502.00,
202,133339377.60950,-1.00,133339376.60950,133339378.60950,-133339377.6095000,-133339377.609500000000,1,133339377.61,133339377.60,11547.26710566184
203,63308.80,547151.0864,610459.8864,-483842.2864,34639478698.680320,0.11570624928580969733,-1,63308.80,63308.80,251.6124003303494
204,2511976369190.09,-19899658624139.30,-17387682254949.21,22411634993329.39,-49987472218787700672064339.5370,-0.12623213375846230114,1,2511976369190.09,2511976369190.09,1584921.565627173
205,-814.20803114965545,-6381.5315,-7195.73953114965545,5567.32346885034455,5195894.198334507468321675,0.12758818649561714927,1,-814.21,-814.20,
206,182342080.6,-0.59800,182342080.00200,182342081.19800,-109040564.198800,-304919867.22408027,1,182342080.60,182342080.60,13503.40996193184
